.25,.60,sleepy
.75,.40,awake
.80,.54,awake 
.85,.40,awake 
.40,.55,sleepy
.30,.65,sleepy
.45,.65,sleepy
.5374036309375777,.6193287037037037,sleepy
.9282583841463414,.4004132231404958,awake
.9829076620825148,.5086873676781934,awake
0.96896,0.6065806604331874,sleepy
0.9965500246426812,0.7979749276759884,awake
0.970061238376049,0.36541501976284585,awake
0.7599915415521252,0.36462585034013606,awake
1.0788144156281576,0.4592074592074592,awake
0.7811129848229342,0.2907092907092907,awake
1.0455445544554456,0.6338383838383839,sleepy
.8,0.17985424258198854,awake
0.45828182941903584,0.538515406162465,sleepy
0.44381895118633824,0.5183465959328029,sleepy
0.6268710550045086,0.4984189723320158,sleepy
0.6704971857410882,0.5036482334869432,awake
0.6704971857410882,0.5036482334869432,awake
0.7033505154639176,0.5123414071510958,awake
0.5748617766310358,0.5167992926613616,sleepy
